No;Dapil;Alamat;Kelurahan;Usulan;Jenis;Status
3524;4;Jalan Kincir IX No. 39, Jati;JATI;Pembangunan RPTRA di RW 04 Kelurahan Jati;Usulan Kegiatan;Divalidasi
3525;4;Jalan Kp. Tanah Koja N0. 54 RT 03 RW 05 Jtn. Kaum;JATINEGARA KAUM;Pusat Mebel Jatinegara Kaum diaktifkan kembali, diberikan ruang untuk optimalisasi kegiatan-kegiatan UMKM warga;Saran;Divalidasi
3526;4;Kp. Petukangan RT 004 RW 005 Rawa Terate;RAWA TERATE;Bantuan Hibah Alat Olahraga Tenis Meja RW 03 Rawa Terate;Usulan Kegiatan;Divalidasi
3527;4;Kp. Petukangan RT 004 RW 005 Rawa Terate;RAWA TERATE;Bantuan Hibah Alat Musik Hadroh RW 03 Rawa Terate;Usulan Kegiatan;Divalidasi
3528;4;Kp. Petukangan RT 004 RW 005 Rawa Terate;RAWA TERATE;Bantuan rehabilitasi PAUD RW 03 Rawa Terate;Usulan Kegiatan;Divalidasi
3529;4;Jalan Kp. Tanah Koja N0. 54 RT 03 RW 05 Jtn. Kaum;JATINEGARA KAUM;Dukungan Status Perizinan Hak Guna Lahan PT Pasar Jaya untuk PAUD RW 03 Jatinegara Kaum;Usulan Kegiatan;Divalidasi
3530;4;Jalan Pulomas Raya No. 41 Kayu Putih, Pulogadung;KAYU PUTIH;Pengadaan Gerobak Sampah sebanyak 2 (dua) unit di wilayah RW 05 Kel. Kayu Putih;Usulan Kegiatan;Divalidasi
3531;4;Jalan Rawamangun Tegalan No. 41, Rawamangun;RAWAMANGUN;Adanya program pelatihan kepemudaan dengan tema pemdidikan mental dan spiritual;Usulan Kegiatan;Divalidasi
3532;4;Jalan Rawa Kuning No. 50 RT 011 RW 007 Pulo Gebang - Cakung;PULO GEBANG;Bantuan Biaya Pendidikan bagi warga yang tidak lolos seleksi PIP sebagai kompensasi;Saran;Divalidasi
3533;4;Jalan Raya Bekasi RT 09 RW 01 Pulogadung;PULO GADUNG;pengadaan alat musik hadroh untuk majelis taklim Rumah Susun Gedung II Pulogadung RT 09 RW 01;Usulan Kegiatan;Divalidasi
3534;4;Jalan Raya Bekasi RT 09 RW 01 Pulogadung;PULO GADUNG;Permohonan rehabilitasi Rusun di RT 09 RW 01 untuk 4 tower karena kondisinya sudah bocor, cat tidak layak, dan kumuh;Saran;Divalidasi
3535;4;Jalan Raya Bekasi RT 09 RW 01 Pulogadung;PULO GADUNG;permohonan pemberian surat HGB untuk warga rusun RT 09 RW 01 Pulogadung karena sudah puluhan tahun tidak ada kejelasan kepemilikan;Saran;Divalidasi
3536;4;Kp Pisangan RT 007 RW 011 Penggilingan, Cakung;PENGGILINGAN;Program Kebersihan Saluran Air tidak berjalan lagi di lokasi RT 04 RW 011 Penggilingan - Cakung;Usulan Kegiatan;Divalidasi
3537;4;Jalan Raya Bekasi RT 09 RW 01 Pulogadung;PULO GADUNG;pengadaan CCTV di lapangan parkir rumah susun gedung 2 Jalan Raya Bekasi RT 9 RW 1 Pulogadung;Usulan Kegiatan;Divalidasi
3538;4;cipinang Baru;CIPINANG;Dibutuhkan penangkapan 50 ekor kucing di Kawasan RW 02 Cipinang;Usulan Kegiatan;Divalidasi
3539;4;cipinang Baru;CIPINANG;Dibutuhkan pelatihan untuk 30 UMKM di bidang tata boga RT 03 RW 02;Usulan Kegiatan;Divalidasi
3540;4;cipinang Baru;CIPINANG;Dibutuhkan pelatihan pencegahan kebakaran untuk warga RT 03 RW 02 karena pernah terjadi kebakaran pada Desember 2022;Usulan Kegiatan;Divalidasi
3541;4;Jl. Kebon Manggis II;KEBON MANGGIS;Dibutuhkan pelatihan penanggulangan kebakaran untuk 100 warga RW 01 Kelurahan Kebon Manggis;Usulan Kegiatan;Divalidasi
3542;4;Jl. Kebon Manggis II;KEBON MANGGIS;Dibutuhkan kuota 20 UMKM untuk pelatihan tata boga, tata rias, dan tata busana bagi warga RW 01;Usulan Kegiatan;Divalidasi
3543;4;Jl. Kebon Manggis II;KEBON MANGGIS;Dibutuhkan kuota 20 orang untuk pelatihan mengemudi mobil (SIM A) dan tenaga keamanan untuk warga RW 01;Usulan Kegiatan;Divalidasi
3544;4;Kelurahan Pisangan Baru;PISANGAN BARU;Dibutuhkan pengendalian untuk populasi kucing yang terlalu banyak, dengan penangkapan untuk 50 ekor kucing di kawasan RW 05;Usulan Kegiatan;Divalidasi
3545;4;Kelurahan Pisangan Baru;PISANGAN BARU;Dibutuhkan pengerukan saluran air sepanjang 400 meter di Kawasan RW 05 Pisangan Baru, Jl. Pisangan Baru;Usulan Kegiatan;Divalidasi
3546;4;Kelurahan Pisangan Baru;PISANGAN BARU;Dibutuhkan kuota 40 orang pelatihan tenaga kerja untuk bidang kuliner, tata rias, dan tata busana;Usulan Kegiatan;Divalidasi
3547;4;RT 09 RW 01 Jatinegara Kaum;JATINEGARA KAUM;Dibutuhkan penyedotan septic tank 50 rumah warga di kawasn RT 09 RW 01 Jatinegara kaum karena sudah penuh;Usulan Kegiatan;Divalidasi
3548;4;RT 09 RW 03 Jatinegara Kaum;JATINEGARA KAUM;Dibutuhkan pembuatan lapangan futsal dan peminjaman aset tanah PD Pasar Jaya di RT 09 RW 03 Jatinegara Kaum;Usulan Kegiatan;Divalidasi
3549;4;RT 09 Jatinegara Kaum;JATINEGARA KAUM;Dibutuhkan pengaspalan jalan di RT 09 di depan PD Pasar Jaya sepanjang 200 meter;Usulan Kegiatan;Divalidasi
3550;4;RW 03 Jatinegara Kaum;JATINEGARA KAUM;Dibutuhkan dua cangkul, dua sekop, dan dua linggis untuk kebutuhan pemakaman rakyat di RW 03 Jatinegara Kaum;Usulan Kegiatan;Divalidasi
3551;4;Jalan Paus Dalam;RAWAMANGUN;Dibutuhkan pengaspalan untuk Jl. Paus Dalam, sepanjang 300 meter;Usulan Kegiatan;Divalidasi
3552;4;RW 07,08,09 Kelurahan Rawamangun;RAWAMANGUN;Dibutuhkan pelebaran gorong-gorong selebar 50 cm di RW 07, 08, dan 09 dalam menghadapi musim hujan;Usulan Kegiatan;Divalidasi
3553;4;Jalan Kecapi 1 no 6;RAWAMANGUN;pengadaan hadroh Majlis Taklim Mushola Nurul Akhbar, Jalan Kecapi 1 No 6, Rawamangun;Usulan Kegiatan;Divalidasi
3554;4;Kawasan RW 09;RAWAMANGUN;Usulan agar dibuatkan sodetan yang melewati Kawasan RW 09 Rawamangun serta sumur resapan;Usulan Kegiatan;Divalidasi
3555;4;Jalan Pemuda Rawamangun sekitaran JPO Halte UNJ;RAWAMANGUN;pengadaan CCTV di depan Universitas Negeri Jakarta di Jalan Pemuda, sekitar JPO Halte Transjakarta UNJ;Usulan Kegiatan;Divalidasi
3556;4;Jalan Pegambiran;RAWAMANGUN;pengadaan dan perbaikan hidran air baru di Jl. Pegambiran;Usulan Kegiatan;Divalidasi
3557;4;Jalan Utama RT 09 RW 03;JATINEGARA KAUM;pengaspalan jalan sepanjang 100 meter untuk ruas jalan utama RT 09 RW 03 Jatinegara;Usulan Kegiatan;Divalidasi
3558;4;Jatinegara Kaum RT 09 RW 03;JATINEGARA KAUM;Pelatihan kerja untuk RT 9 RW 3 Jatinegara Kaum;Usulan Kegiatan;Divalidasi
3559;4;Jl. Pulomas Raya;KAYU PUTIH;pelatihan kerja untuk perempuan di RW 08;Usulan Kegiatan;Divalidasi
3560;4;Jl. Pulomas Raya;KAYU PUTIH;pengadaan sarana tenis meja untuk RT 01 RW 08 Kayuputih;Usulan Kegiatan;Divalidasi
3561;4;Jl. Pulomas Raya;KAYU PUTIH;dibutuhkan pendirian PAUD baru di RW 08 Kayuputih;Usulan Kegiatan;Divalidasi
3562;4;Jl. Pulomas Raya;KAYU PUTIH;Pengadaan bantuan alat posyandu berupa alat cek kesehatan gula asam urat, kolesterol dan sejenisnya untuk RW 08;Usulan Kegiatan;Divalidasi
3563;4;Jl. Pulomas Raya;KAYU PUTIH;untuk Jl. Waringin 4 RT 7 RW 8 dibutuhkan penggalian gorong-gorong di Jl. Waringin 4 sepanjang 150 meter dan sedalam 70 cm;Usulan Kegiatan;Divalidasi
3564;4;Jl. Pulomas Raya;KAYU PUTIH;dibutuhkan pembangunan Puskesmas Kayuputih;Usulan Kegiatan;Divalidasi
3565;4;Pisangan Lama II;PISANGAN TIMUR;penanaman kabel listrik di sepanjang Jl. Gading Raya;Usulan Kegiatan;Divalidasi
3566;4;Pisangan Lama II;PISANGAN TIMUR;penertiban parkir liar RT 4,5 dan 13, Jl. Gading Raya 2, RW 10;Usulan Kegiatan;Divalidasi
3567;4;Pisangan Lama II;PISANGAN TIMUR;pengadaan pelatihan dan pemodalan bagi UMKM khusus karang taruna;Usulan Kegiatan;Divalidasi
3568;4;Pisangan Lama II;PISANGAN TIMUR;pengadaan perlengkapan posyandu RT 3 RW 10 Pisangan Timur;Usulan Kegiatan;Divalidasi
3569;4;Pisangan Lama II;PISANGAN TIMUR;Ada beberapa bangunan tanpa izin di lahan pemerintah di RW 10 Pisangan Timur;Saran;Divalidasi
3570;4;Ujung Menteng;UJUNG MENTENG;Pembuatan dan pelebaran saluran air di RT 02 RW 02 karena sering terjadi banjir;Usulan Kegiatan;Divalidasi
3571;4;Ujung Menteng;UJUNG MENTENG;pelebaran saluran air di RT 06 RW 02 di Jl. Satria hingga depan kantor RW 02;Usulan Kegiatan;Divalidasi
3572;4;Ujung Menteng;UJUNG MENTENG;permohonan perluasan TPU atau penambahan lahan TPU Ujung Menteng yang sudah penuh;Usulan Kegiatan;Divalidasi
3573;4;Penggilingan RW 04;PENGGILINGAN;penambahan armada Mikrotrans  yang melewati kawasan RW 04 Penggilingan;Usulan Kegiatan;Divalidasi
3574;4;Penggilingan RW 04;PENGGILINGAN;penyediaan pelatihan kerja bagi penghuni rusun Komarudin RW 4;Usulan Kegiatan;Divalidasi
3575;4;Kp Pisangan RT 007 RW 011 Penggilingan, Cakung;PENGGILINGAN;Jumlah Tempat Sampah di Lingkugan sangat Kurang di lokasi RT 04 RW 011 Penggilingan - Cakung;Usulan Kegiatan;Divalidasi
3576;4;Jl. KRT Radjiman;RAWA TERATE;penyediaan penerangan jalan umum di Jl. KRT Radjiman;Saran;Divalidasi
3577;4;Kelurahan Rawa Terate;RAWA TERATE;peningkatan armada Jaklingko agar waktu tunggu mikrotrans semakin singkat;Usulan Kegiatan;Divalidasi
3578;4;Rawa Terate RW 06;RAWA TERATE;pengadaan latihan kerja untuk masyarakat RW 06 Rawa Terate sebanyak 40  orang;Usulan Kegiatan;Divalidasi
3579;4;Kelurahan Penggilingan;PENGGILINGAN;pembuatan jalan tembus Sentra Primer;Usulan Kegiatan;Divalidasi
3580;4;Penggilingan RT 008 RW 017 Kp. Jembatan;PENGGILINGAN;perbaikan gedung serbaguna RT 08 RW 017 Kp. Jembatan;Usulan Kegiatan;Divalidasi
3581;4;Palmeriam RT 05 RW 008;PAL MERIAM;pengadaan CCTV bagi lingkungan RT 05 RW 08 Palmeriam;Usulan Kegiatan;Divalidasi
3582;4;Pasar Burung Kelurahan Pal Meriam;PAL MERIAM;Pemberantasan parkir liar di Jalan Pasar Burung;Saran;Divalidasi
3583;4;Majelis Taklim RT 02;PAL MERIAM;Pengadaan hadroh untuk Majelis Taklim Azzahra RT 02 RW 03;Usulan Kegiatan;Divalidasi
3584;4;Palmeriam RT 02;PAL MERIAM;Permohonan etalase bagi UMKM RT 02;Usulan Kegiatan;Divalidasi
3585;4;Kelurahan Palmeriam;PAL MERIAM;permohonan hadroh untuk kegiatan RT;Usulan Kegiatan;Divalidasi
3586;4;Kelurahan Palmeriam;PAL MERIAM;permohonan pengadaan peralatan badminton dan tenis meja;Usulan Kegiatan;Divalidasi
3587;4;Palmerian RW 02 dan 03;PAL MERIAM;penambahan RPTRA baru di lingkungan RW 02 dan 03 Palmeriam;Usulan Kegiatan;Divalidasi
3588;4;Jl. Kincir IX;JATI;pengawasan terhadap bullying atau perundungan;Saran;Divalidasi
3589;4;Jl. Kincir IX;JATI;pengadaan jaring besi untuk olahraga di Taman Pulo Asem, bagi memudahkan olahraga warga;Usulan Kegiatan;Divalidasi
3590;4;Jl. Kincir IX;JATI;penambahan insetif atau upah bagi dasawisma;Saran;Divalidasi
3591;4;Jl. Kincir IX;JATI;penambahan biaya operasional Posyandu Balita;Saran;Divalidasi
3592;4;Jl. Kincir IX;JATI;pembuatan program senam rutin dan menghadirkan instruktur senam untuk PKK;Usulan Kegiatan;Divalidasi
3593;4;Jl. Kincir IX;JATI;Pengadaan meja tenis untuk RW 01,  02 dan 04 Kelurahan Jati;Usulan Kegiatan;Divalidasi
3594;4;Jl. Kincir IX;JATI;permohonan pembuatan RPTRA;Usulan Kegiatan;Divalidasi
3595;4;Jl. Kincir IX;JATI;pembangunan RPTRA di RW 04 Kelurahan Jati;Usulan Kegiatan;Divalidasi
3596;4;Jl. Kayu Manis I Baru;KAYU MANIS;pembersihan dan pengerukan saluran air di sepanjang Jl. Kayumanis Timur dan Kayumanis Barat sepanjang 3000 m;Usulan Kegiatan;Divalidasi
3597;4;Jl. Kayu Manis I Baru;KAYU MANIS;Vaksinasi, kebiri, dan pengendalian populasi kucing untuk 50 ekor kucing;Usulan Kegiatan;Divalidasi
3598;4;Jl. Kayu Manis I Baru;KAYU MANIS;pembangunan jalur sepeda agar diteruskan di ruas Jalan Raya Matraman dan seluruh jalan provinsi di kawasan Matraman;Saran;Divalidasi
3599;4;Kelurahan Pulogadung;PULO GADUNG;pengendalian jumlah kucing di Kelurahan Pulogadung yang sudah overpopulasi;Usulan Kegiatan;Divalidasi
3600;4;Rumah Susun Gedung 2 Pulogadung;PULO GADUNG;pengadaan alat musik hadroh untuk majelis taklim Rumah Susun Gedung II Pulogadung RT 09 RW 01;Usulan Kegiatan;Divalidasi
3601;4;rusun Pulo gadung;PULO GADUNG;permohonan rehabilitasi Rusun di RT 09 RW 01 untuk 4 tower karena kondisinya sudah bocor, cat tidak layak, dan kumuh;Saran;Divalidasi
3602;4;rusun Pulo gadung;PULO GADUNG;permohonan pemberian surat HGB untuk warga rusun RT 09 RW 01 Pulogadung karena sudah puluhan tahun tidak ada kejelasan kepemilikan;Saran;Divalidasi
3603;4;Krt Radjiman;RAWA TERATE;penyediaan penerangan jalan umum di Jl. KRT Radjiman;Saran;Divalidasi
3604;4;Jalan Rawa Kuning RT 003 RW 007 Pulo Gebang - Cakung;PULO GEBANG;Festival Golok Cakung masuk ke dalam Kalender Event Tahunan Sudin Kebudyaan Jakarta Timur;Usulan Kegiatan;Divalidasi
3605;4;Rawa Terate;RAWA TERATE;peningkatan armada Jaklingko agar waktu tunggu mikrotrans semakin singkat;Usulan Kegiatan;Divalidasi
3606;4;Rawa Terate;RAWA TERATE;pengadaan latihan kerja untuk masyarakat RW 06 Rawa Terate sebanyak 40  orang;Usulan Kegiatan;Divalidasi
3607;4;JL PISANGAN BARU SELATAN;PISANGAN BARU;PERBAIKAN LAPANGAN OLAHRAGA (TENIS);Usulan Kegiatan;Divalidasi
3608;4;JL KAYUMAS UTARA;PULO GADUNG;Perbaikan jalan untuk di aspal dari RT 01-RT12 dan sudah dimusrembangkan;Usulan Kegiatan;Divalidasi
3609;4;JL INSPEKSI KANAL TIMUR;UJUNG MENTENG;Bantuan perawatan Fasum Balai Warga;Usulan Kegiatan;Divalidasi
3610;4;JL INSPEKSI KANAL TIMUR;UJUNG MENTENG;Akses terturtup karena Rusun;Usulan Kegiatan;Divalidasi
3611;4;JL RAWA TERATE;RAWA TERATE;Susahnya akses warga karena masih jembatan bambu dan dibangunkan jembatan;Usulan Kegiatan;Divalidasi
3612;4;JL RAYA PENGGILINGAN;PENGGILINGAN;Infrastruktur jalan berupa lampu penerangan jalan +_150m dari Rt 01,03,04,06,08,11,12, dan 14;Usulan Kegiatan;Divalidasi
3613;4;JL RAYA BEKASI (PANTURA);CAKUNG BARAT;Pembuatan gorong gorong atau drainase saluran air;Usulan Kegiatan;Divalidasi
3614;4;JL RAYA BEKASI (PANTURA);CAKUNG BARAT;Pembuatan gorong gorong atau drainase saluran air;Usulan Kegiatan;Divalidasi
3615;4;JL RAYA PULOGEBANG;PULO GEBANG;perbaikan Drainase air atau pembuatan gorong-gorong;Usulan Kegiatan;Divalidasi
3616;4;JL RAYA PULOGEBANG;PULO GEBANG;perbaikan Drainase air atau pembuatan gorong-gorong;Usulan Kegiatan;Divalidasi
3617;4;JL PISANGAN BARU SELATAN;PISANGAN BARU;PERBAIKAN LAPANGAN OLAHRAGA (TENIS);Usulan Kegiatan;Divalidasi
3618;4;JL GG SECANG;UTAN KAYU UTARA;Warga Rw dan RT membutuhkan pembangunan Sekretariat;Usulan Kegiatan;Divalidasi
3619;4;JL RAYA PULOGEBANG;PULO GEBANG;Penambahan rute trans jakarta;Usulan Kegiatan;Divalidasi
3620;4;JL RAYA PULOGEBANG;PULO GEBANG;Permohonan Pemakaman;Usulan Kegiatan;Divalidasi
3621;4;JL KAYU MAS UTARA;PULO GADUNG;Perawatan GOT (Pembuatan Baru);Usulan Kegiatan;Divalidasi
3622;4;JL PEMUDA II RAWAMANGUN;RAWAMANGUN;Perawatan Saluran Air Kali Pemuda dikarenakan sudah adanya pendangkalan kali;Usulan Kegiatan;Divalidasi
3623;4;Jl Tegalan III RW 04 Kelurahan : Palmeriam Kecamatan : Matraman;PAL MERIAM;cara mendapatkan bantuan sosial;Saran;Divalidasi
3624;4;Jl Tegalan III RW 04 Kelurahan : Palmeriam Kecamatan : Matraman;PAL MERIAM;meminta tanaman hidroponik untuk di depan rumah;Tanggapan;Divalidasi
3625;4;Jl Tegalan III RW 04 Kelurahan : Palmeriam Kecamatan : Matraman;PAL MERIAM;mohon bantuannya agar bisa mendapatkan pekerjaan;Saran;Divalidasi
3626;4;Jl Penggalang RW 01 Kelurahan : Palmeriam Kecamatan : Matraman;PAL MERIAM;Cara mendapatkan bantuan UMKM;Tanggapan;Divalidasi
3627;4;Jl Penggalang RW 01 Kelurahan : Palmeriam Kecamatan : Matraman;PAL MERIAM;Cara mendapatkan bantuan UMKM;Tanggapan;Divalidasi
3628;4;Jl Tegalan IC RT 011 RW 04 Kelurahan : Palmeriam Kecamatan : Matraman;PAL MERIAM;bagaimana cara mendapatkan PIP;Tanggapan;Divalidasi
3629;4;Jl Tegalan IC RT 011 RW 04 Kelurahan : Palmeriam Kecamatan : Matraman;PAL MERIAM;mohon bantuaanya biar mendapatkan pekerjaan;Saran;Divalidasi
3630;4;Jl Tegalan IC RT 011 RW 04 Kelurahan : Palmeriam Kecamatan : Matraman;PAL MERIAM;syarat dan membuat sertifikat tanah;Tanggapan;Divalidasi
3631;4;Jl Gugus depan RT 004 RW 01 Kelurahan : Palmeriam  Kecamatan : Matraman;PAL MERIAM;Bagaiman agar usaha UMKM / Produk penjualan bisa di bantu untuk di sebarluasan sejakarta timur;Tanggapan;Divalidasi
3632;4;Jl Gugus depan RT 004 RW 01 Kelurahan : Palmeriam  Kecamatan : Matraman;PAL MERIAM;Bisa kah RT / RW Di angkat menjadi ASN;Tanggapan;Divalidasi
3633;4;Jl Gugus depan RT 004 RW 01 Kelurahan : Palmeriam  Kecamatan : Matraman;PAL MERIAM;rumah sudah di ukur tahun 2021 Cuma belum keluar juga sertifikat tanah;Tanggapan;Divalidasi
3634;4;Jl Rawamangun Muka Selatan I RT 007 RW 013 Kelurahan : Rawamangun Kecamatan : Pulogadung;RAWAMANGUN;boleh saya meminta alat alat kesehatan seperti tensi, timbangan dll;Tanggapan;Divalidasi
3635;4;Jl Rawamangun Muka Selatan I RT 007 RW 013 Kelurahan : Rawamangun Kecamatan : Pulogadung;RAWAMANGUN;Mohon di adakan senam di daerah rawamangun selatan;Saran;Divalidasi
3636;4;Jl Rawamangun Muka Selatan I RT 007 RW 013 Kelurahan : Rawamangun Kecamatan : Pulogadung;RAWAMANGUN;mohon di adakan ambulan di wilayah Rawamangun RW 013;Usulan Kegiatan;Divalidasi
3637;4;Jl Rawamangun Muka Selatan I RT 007 RW 013 Kelurahan : Rawamangun Kecamatan : Pulogadung;RAWAMANGUN;meminta tanaman hidroponik untuk di depan rumah;Tanggapan;Divalidasi
3638;4;Jl Kp Pendongkelan RT 001 RW 015 Kelurahan : Kayu Putih Kecamatan : Pulogadung;KAYU PUTIH;cara dan syarat mendapatkan kartu jakarta lansia;Tanggapan;Divalidasi
3639;4;Jl Kp Pendongkelan RT 001 RW 015 Kelurahan : Kayu Putih Kecamatan : Pulogadung;KAYU PUTIH;syarat untuk mendapatkan Kjp;Tanggapan;Divalidasi
3640;4;Jl  Swadaya Kp Rw Badung RW 013 Kelurahan : Jatinegara Kecamatan : Cakung;JATINEGARA;mohon di permudah untuk mendapatkan pekerjaan;Tanggapan;Divalidasi
3641;4;Jl  Swadaya Kp Rw Badung RW 013 Kelurahan : Jatinegara Kecamatan : Cakung;JATINEGARA;mohon di permudah untuk mendapatkan pekerjaan;Tanggapan;Divalidasi
3642;4;Jl  Swadaya Kp Rw Badung RW 013 Kelurahan : Jatinegara Kecamatan : Cakung;JATINEGARA;mohon di permudah untuk membuat sertifikat rumah;Saran;Divalidasi
3643;4;Jl Rawa Kepiting RW 010 Kelurahan : Jatinegara Kecamatan : Cakung;JATINEGARA;mohon bantuannya agar bisa mendapatkan kartu jakarta lansia;Tanggapan;Divalidasi
3644;4;Jl Rawa Kepiting RW 010 Kelurahan : Jatinegara Kecamatan : Cakung;JATINEGARA;mohon bantuannya agar bisa mendapatkan dtks;Tanggapan;Divalidasi
3645;4;Jl Rawa Kepiting RW 010 Kelurahan : Jatinegara Kecamatan : Cakung;JATINEGARA;mohon bantuannya kali di keruk dan di perbaiki;Usulan Kegiatan;Divalidasi
3646;4;Jl Kp Rawabadung RT 003 RW 013 Kelurahan : Jatinegara Kecamatan : Cakung;JATINEGARA;mohon bantuan agar saya bisa kerja di daerah pulogadung;Tanggapan;Divalidasi
3647;4;Jl Kp Pulo Jahe RT 007 RW 010 Kelurahan : jatinegara Kecamatan : Pulogadung;JATINEGARA KAUM;mohon bantuan dana untuk memperbaiki Kantor RT 007 RW 010;Tanggapan;Divalidasi
3648;4;Jl Kp Pulo Jahe RT 007 RW 010 Kelurahan : jatinegara Kecamatan : Pulogadung;JATINEGARA KAUM;mohon diadakan CCTV karena kemarin ada yang hilang motor;Saran;Divalidasi
3649;4;Jl Kp Pulo Jahe RT 007 RW 010 Kelurahan : jatinegara Kecamatan : Pulogadung;JATINEGARA KAUM;jika bisa mohon di adakan pasar murah di RW 010;Usulan Kegiatan;Divalidasi
3650;4;Jl Kayu Mas 1 RW 09 Kelurahan : Pulogadung Kecamatan : Pulogadung;PULO GADUNG;syarat dan cara mendapatkan bantuan UMKM;Tanggapan;Divalidasi
3651;4;Jl Kayu Mas 1 RW 09 Kelurahan : Pulogadung Kecamatan : Pulogadung;PULO GADUNG;Mohon sertifikat tanah di permudah;Saran;Divalidasi
3652;4;Jl Kayu Mas 1 RW 09 Kelurahan : Pulogadung Kecamatan : Pulogadung;PULO GADUNG;mohon di permudah untuk membuat sertifikat;Saran;Divalidasi
3653;4;Jl Kayu jati RW 05 Kelurahan : Rawamangun Kecamatan : Pulogadung;PULO GADUNG;saluran air minta di keruk dan di perbaiki;Saran;Divalidasi
3654;4;Jl Kayu jati RW 05 Kelurahan : Rawamangun Kecamatan : Pulogadung;PULO GADUNG;syarat dan cara mendapatkan bantuan UMKM;Saran;Divalidasi
3655;4;Jl Kayu jati RW 05 Kelurahan : Rawamangun Kecamatan : Pulogadung;RAWAMANGUN;mohon di permudah untuk membuat sertifikat rumah;Tanggapan;Divalidasi
3656;4;Jl Kayu Mas Utara RT 007 RW 09 Kelurahan : Pulogadung Kecamatan : Pulogadung;RAWAMANGUN;kenapa masuk sekolah negeri harus pake umur dan zonasi;Saran;Divalidasi
3657;4;Jl Kayu Mas Utara RT 007 RW 09 Kelurahan : Pulogadung Kecamatan : Pulogadung;PULO GADUNG;mohon di bantu agar lansia mendapatkan bantuan dari pemerintah;Saran;Divalidasi
3658;4;Jl Kayu Jati V RT 003 RW 05 Gg Dalam III Kelurahan : Rawamangun Kecamatan Pulogadung;RAWAMANGUN;Mohon diadakan perlusan jalan di jalan kayu jati v dan bangunan barat sama di gang ambon dari RW 05 ke RW 06;Usulan Kegiatan;Divalidasi
3659;4;Jl Kayu Jati V RT 003 RW 05 Gg Dalam III Kelurahan : Rawamangun Kecamatan Pulogadung;RAWAMANGUN;Banyak warga yg sudah mendaftarkan KTP tidak mendapatkan Blanko mohon Bantuan;Tanggapan;Divalidasi
3660;4;Jl Kayu Jati V RT 003 RW 05 Gg Dalam III Kelurahan : Rawamangun Kecamatan Pulogadung;RAWAMANGUN;Jika Ibukota pindah ikn apakah bisa gk macet dan banjir lagi;Saran;Divalidasi
3661;4;Jl. Pisangan Baru III;PISANGAN BARU;Perbaikan saluran air di RT.06/07/08;Usulan Kegiatan;Divalidasi
3662;4;Jl. Pisangan Baru III;PISANGAN BARU;Mohon jalan di perbaiki;Usulan Kegiatan;Divalidasi
3663;4;RT.07 RW.013 kel. Jatinegara;JATINEGARA;Mohon di bantu untuk perbaikan lapangan Bulu tangkis Di wilayah RT,07;Usulan Kegiatan;Divalidasi
3664;4;RT.07 RW.013 kel. Jatinegara;JATINEGARA;Mohon untuk diperbaiki saluran Air karena mampet;Usulan Kegiatan;Divalidasi
3665;4;Kp. Rawa Terate;RAWA TERATE;Pengadaan Bus Sekolah;Usulan Kegiatan;Divalidasi
3666;4;Rt.02 RW 06 Pulogebang;PULO GEBANG;Saluran di RT.002 RW.06 Kel. Pulogebang Mampet;Usulan Kegiatan;Divalidasi
3667;4;Rt.02 RW 06 Pulogebang;PULO GEBANG;Mohon untuk di permudah untuk penebusan Sembako dengan KJP;Saran;Divalidasi
3668;4;Rt.011 RW 06 Pulogebang;PULO GEBANG;Mohon di bantu untuk KJP;Usulan Kegiatan;Divalidasi
3669;4;Kp. Pisangan;JATINEGARA;Perbaikan & Pengaspalan Jalan di tanah garapan;Usulan Kegiatan;Divalidasi
3670;4;Kp. Pisangan;JATINEGARA;Fasilitas Olahraga (Tenis Meja);Usulan Kegiatan;Divalidasi
3671;4;Kp. Pisangan;JATINEGARA;Penambahan Tempat Pendistribusian KJP;Tanggapan;Divalidasi
3672;4;Kp. Rawa Badung;JATINEGARA;Pembangunan Objek Wisata Setu Rawa Badung;Usulan Kegiatan;Divalidasi
3673;4;Kp. Pengarengan;JATINEGARA;Penambahan Tempat Pendistribusian KJP;Tanggapan;Divalidasi
3674;4;Kp. Rawa Badung;JATINEGARA;Operasional Guru Paud, Laptop & Mainan Indoor Paud;Usulan Kegiatan;Divalidasi
3675;4;Rusun Komarudin Blok C Lt. II No. 203;PENGGILINGAN;Penyediaan Lahan Perluasan Pemakaman di Kel. Penggilingan;Usulan Kegiatan;Divalidasi
3676;4;Kp. Pisangan;PENGGILINGAN;Pengerukan Saluran Air gg 4 - gg 2;Usulan Kegiatan;Divalidasi
3677;4;Kp. Pisangan Gg Hasan;PENGGILINGAN;"Penyediaan Alat Kesehatan Posyandu & Posbindu:
Timbangan Bayi & Dewasa
- Tensi
- Alat Pengukur Tinggi Badan";Usulan Kegiatan;Divalidasi
3678;4;Kp. Pisangan;PENGGILINGAN;Penambahan Tempat Pendistribusian KJP;Usulan Kegiatan;Divalidasi
3679;4;Kp. Pisangan;PENGGILINGAN;Penyediaan Hunian Layak Bagi Warga Sekitaran Rusun PIK Pulo Gadung;Usulan Kegiatan;Divalidasi
3680;4;Kp. Pisangan;PENGGILINGAN;Penyediaan Lahan Perluasan Pemakaman di Kel. Jatinegara;Usulan Kegiatan;Divalidasi
